Stage;TLD;Flags;Registry;"Registry Group";Backend;Start;End;Description
GA;contractors;;"Magic Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;diamonds;;"John Edge, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2014-02-26T16:00:00Z;
GA;directory;;"Extra Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;enterprises;;"Snow Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2014-02-26T16:00:00Z;
GA;kitchen;;"Just Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;land;;"Pine Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;technology;;"Auburn Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;tips;;"Corn Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2014-02-26T16:00:00Z;
GA;today;;"Pearl Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;voyage;;"Ruby House, LLC";"Donuts Inc.";"Rightside Registry";2014-02-19T16:00:00Z;2014-02-26T15:59:00Z;
SR;immobilien;;"Rightside Registry";;"Rightside Registry";2014-02-19T17:00:00Z;2014-04-21T17:00:00Z;
SR;ninja;;"Rightside Registry";;"Rightside Registry";2014-02-19T17:00:00Z;2014-04-21T17:00:00Z;
SR;nagoya;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-02-20T06:00:00Z;2014-04-21T00:00:00Z;
GA;xn--ngbc5azd;;"International Domain Registry Pty. Ltd.";;"ARI Registry Services";2014-02-24T23:00:00Z;2099-12-31T23:59:59Z;
LR;ruhr;;"regiodot GmbH & Co. KG";;"Knipp Medien und Kommunikation GmbH";2014-02-25T00:00:00Z;2014-03-25T23:59:59Z;
SR;cool;;"Koko Lake, LLC";"Donuts Inc.";"Rightside Registry";2014-02-25T16:00:00Z;2014-04-26T16:00:00Z;
GA;sexy;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-02-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;tattoo;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-02-25T16:00:00Z;2099-12-31T23:59:59Z;
SR;watch;;"Sand Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-02-25T16:00:00Z;2014-04-26T16:00:00Z;
EA;careers;;"Wild Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2014-03-05T16:00:00Z;
GA;diamonds;;"John Edge, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;enterprises;;"Snow Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2099-12-31T23:59:59Z;
EA;photos;;"Sea Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2014-03-05T16:00:00Z;
EA;recipes;;"Grand Island, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2014-03-05T16:00:00Z;
EA;shoes;;"Binky Galley, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2014-03-05T16:00:00Z;
GA;tips;;"Corn Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;voyage;;"Ruby House, LLC";"Donuts Inc.";"Rightside Registry";2014-02-26T16:00:00Z;2099-12-31T23:59:59Z;
SR;futbol;;"Rightside Registry";;"Rightside Registry";2014-02-26T17:00:00Z;2014-04-28T17:00:00Z;
SR;reviews;;"Rightside Registry";;"Rightside Registry";2014-02-26T17:00:00Z;2014-04-28T17:00:00Z;
SR;social;;"Rightside Registry";;"Rightside Registry";2014-02-26T17:00:00Z;2014-04-28T17:00:00Z;
SR;wiki;;"Top Level Design, LLC";;CentralNic;2014-03-03T09:00:00Z;2014-05-05T23:59:00Z;
SR;expert;;"Magic Pass, LLC";"Donuts Inc.";"Rightside Registry";2014-03-04T16:00:00Z;2014-05-03T16:00:00Z;
SR;works;;"Little Dynamite, LLC";"Donuts Inc.";"Rightside Registry";2014-03-04T16:00:00Z;2014-05-03T16:00:00Z;
GA;xn--q9jyb4c;;"Charleston Road Registry Inc.";;"Google Inc.";2014-03-04T19:00:00Z;2099-12-31T23:59:59Z;
EA;cab;;"Half Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2014-03-12T16:00:00Z;
GA;careers;;"Wild Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2099-12-31T23:59:59Z;
EA;domains;;"Sugar Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2014-03-12T16:00:00Z;
EA;limo;;"Hidden Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2014-03-12T16:00:00Z;
GA;photos;;"Sea Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2099-12-31T23:59:59Z;
GA;recipes;;"Grand Island, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2099-12-31T23:59:59Z;
GA;shoes;;"Binky Galley, LLC";"Donuts Inc.";"Rightside Registry";2014-03-05T16:00:00Z;2099-12-31T23:59:59Z;
SR;exposed;;"Victor Beach, LLC";"Donuts Inc.";"Rightside Registry";2014-03-11T16:00:00Z;2014-05-10T16:00:00Z;
SR;foundation;;"John Dale, LLC";"Donuts Inc.";"Rightside Registry";2014-03-11T16:00:00Z;2014-05-10T16:00:00Z;
SR;kim;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-11T16:00:00Z;2014-04-11T15:59:59Z;
SR;pink;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-11T16:00:00Z;2014-04-11T16:00:00Z;
SR;red;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-11T16:00:00Z;2014-04-11T15:59:59Z;
SR;shiksha;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-11T16:00:00Z;2014-04-11T15:59:59Z;
EA;academy;;"Half Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
GA;cab;;"Half Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2099-12-31T23:59:59Z;
EA;center;;"Tin Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
EA;company;;"Silver Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
EA;computer;;"Pine Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
GA;domains;;"Sugar Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2099-12-31T23:59:59Z;
GA;limo;;"Hidden Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2099-12-31T23:59:59Z;
EA;management;;"John Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
EA;systems;;"Dash Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-03-12T16:00:00Z;2014-03-19T16:00:00Z;
SR;blue;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-14T16:00:00Z;2014-04-13T15:59:59Z;
SR;xn--6frz82g;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-03-14T16:00:00Z;2014-04-13T15:59:59Z;
SR;wed;FCFS;"Atgron, Inc.";;"CoCCA Registry Services (NZ) Limited";2014-03-17T00:00:00Z;2014-04-18T23:59:59Z;
LR;wed;;"Atgron, Inc.";;"CoCCA Registry Services (NZ) Limited";2014-03-17T00:00:00Z;2014-04-18T23:59:59Z;
LR;ceo;;"CEOTLD Pty Ltd";"PeopleBrowsr Inc.";"Neustar Inc.";2014-03-17T13:00:00Z;2014-03-24T07:00:00Z;
GA;menu;;"Wedding TLD2, LLC";;"ARI Registry Services";2014-03-17T15:00:00Z;2099-12-31T23:59:59Z;
LR;kiwi;;"DOT KIWI LIMITED";;"Canadian Internet Registration Authority (CIRA)";2014-03-17T20:00:00Z;2014-04-30T05:00:00Z;
GA;berlin;;"dotBERLIN GmbH & Co. KG";;"TLD-BOX Registrydienstleistungen GmbH";2014-03-18T10:00:00Z;2099-12-31T23:59:59Z;
SR;cruises;;"Spring Way, LLC";"Donuts Inc.";"Rightside Registry";2014-03-18T16:00:00Z;2014-05-17T15:59:59Z;
SR;flights;;"Fox Station, LLC";"Donuts Inc.";"Rightside Registry";2014-03-18T16:00:00Z;2014-05-17T15:59:59Z;
LR;onl;;"I-REGISTRY Ltd., Niederlassung Deutschland";;"Afilias Limited";2014-03-18T16:00:00Z;2014-04-15T16:00:00Z;
SR;rentals;;"Big Hollow,LLC";"Donuts Inc.";"Rightside Registry";2014-03-18T16:00:00Z;2014-05-17T15:59:59Z;
SR;vacations;;"Atomic Tigers, LLC";"Donuts Inc.";"Rightside Registry";2014-03-18T16:00:00Z;2014-05-17T15:59:59Z;
SR;villas;;"New Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-03-18T16:00:00Z;2014-05-17T15:59:59Z;
GA;uno;;"Dot Latin LLC";;"Neustar Inc.";2014-03-19T15:00:00Z;2099-12-31T23:59:59Z;
GA;academy;;"Half Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;builders;;"Atomic Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2014-03-26T16:00:00Z;
GA;center;;"Tin Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;company;;"Silver Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
GA;computer;;"Pine Mill, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;email;;"Spring Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2014-03-26T16:00:00Z;
GA;management;;"John Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;solutions;;"Silver Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2014-03-26T16:00:00Z;
EA;support;;"Grand Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2014-03-26T16:00:00Z;
GA;systems;;"Dash Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2099-12-31T23:59:59Z;
EA;training;;"Wild Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-03-19T16:00:00Z;2014-03-26T16:00:00Z;
LR;xn--fiq228c5hs;;"TLD REGISTRY LIMITED";;"Beijing Tele-info Network Technology Co., Ltd.";2014-03-20T04:01:00Z;2014-04-24T03:55:00Z;
LR;xn--3ds443g;;"TLD REGISTRY LIMITED";;"Beijing Tele-info Network Technology Co., Ltd.";2014-03-20T04:01:00Z;2014-04-24T02:55:00Z;
LR;buzz;;"DOTSTRATEGY CO.";;"Neustar Inc.";2014-03-20T15:00:00Z;2014-03-20T16:00:00Z;
SR;xyz;;"XYZ.COM LLC";;CentralNic;2014-03-20T16:00:00Z;2014-05-20T12:00:00Z;
SR;condos;;"Pine House, LLC";"Donuts Inc.";"Rightside Registry";2014-03-25T16:00:00Z;2014-05-24T15:59:59Z;
SR;maison;;"Victor Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-03-25T16:00:00Z;2014-05-24T15:59:59Z;
SR;properties;;"Big Pass, LLC";"Donuts Inc.";"Rightside Registry";2014-03-25T16:00:00Z;2014-05-24T16:00:00Z;
SR;tienda;;"Victor Manor, LLC";"Donuts Inc.";"Rightside Registry";2014-03-25T16:00:00Z;2014-05-24T15:59:59Z;
GA;builders;;"Atomic Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2099-12-31T23:59:59Z;
EA;camp;;"Delta Dynamite, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2014-04-02T16:00:00Z;
EA;education;;"Brice Way, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2014-04-02T16:00:00Z;
GA;email;;"Spring Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2099-12-31T23:59:59Z;
EA;glass;;"Black Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2014-04-02T16:00:00Z;
EA;institute;;"Outer Maple, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2014-04-02T16:00:00Z;
EA;repair;;"Lone Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2014-04-02T16:00:00Z;
GA;solutions;;"Silver Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;support;;"Grand Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;training;;"Wild Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-03-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;ruhr;;"regiodot GmbH & Co. KG";;"Knipp Medien und Kommunikation GmbH";2014-03-27T10:00:00Z;2099-12-31T23:59:59Z;
GA;ceo;;"CEOTLD Pty Ltd";"PeopleBrowsr Inc.";"Neustar Inc.";2014-03-28T16:00:00Z;2099-12-31T23:59:59Z;
SR;ink;;"Top Level Design, LLC";;CentralNic;2014-03-31T09:00:00Z;2014-06-02T23:59:59Z;
SR;bid;;"dot Bid Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-03-31T14:00:00Z;2014-05-30T14:00:00Z;
SR;trade;;"Elite Registry Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-03-31T14:00:00Z;2014-05-30T14:00:00Z;
SR;webcam;;"dot Webcam Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-03-31T14:00:00Z;2014-05-30T14:00:00Z;
LR;build;;"Plan Bee LLC";;"ARI Registry Services";2014-03-31T15:00:00Z;2014-04-28T15:00:00Z;
LR;club;;"CLUB Domains LLC";;"Neustar Inc.";2014-04-01T15:00:00Z;2014-04-01T16:00:00Z;
SR;dating;;"Pine Fest, LLC";"Donuts Inc.";"Rightside Registry";2014-04-01T16:00:00Z;2014-05-31T16:00:00Z;
SR;events;;"Pioneer Maple, LLC";"Donuts Inc.";"Rightside Registry";2014-04-01T16:00:00Z;2014-05-31T16:00:00Z;
SR;partners;;"Magic Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-04-01T16:00:00Z;2014-05-31T16:00:00Z;
SR;productions;;"Magic Birch, LLC";"Donuts Inc.";"Rightside Registry";2014-04-01T16:00:00Z;2014-05-31T16:00:00Z;
SR;jetzt;;"Wild Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T00:00:00Z;2014-06-02T15:00:00Z;
SR;xn--rhqv96g;;"Stable Tone Limited";;"Neustar Inc.";2014-04-02T00:00:00Z;2014-06-10T00:00:00Z;
GA;xn--80asehdb;;"CORE Association";;"CORE Association";2014-04-02T13:00:00Z;2099-12-31T23:59:59Z;
GA;xn--80aswg;;"CORE Association";;"CORE Association";2014-04-02T13:00:00Z;2099-12-31T23:59:59Z;
SR;qpon;FCFS;"dotCOOL, Inc.";;"Neustar Inc.";2014-04-02T15:00:00Z;2014-05-02T15:00:00Z;
GA;camp;;"Delta Dynamite, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;coffee;;"Trixy Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2014-04-09T16:00:00Z;
GA;education;;"Brice Way, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;florist;;"Half Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2014-04-09T16:00:00Z;
GA;glass;;"Black Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;house;;"Sugar Park, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2014-04-09T16:00:00Z;
GA;institute;;"Outer Maple, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;international;;"Wild Way, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2014-04-09T16:00:00Z;
GA;repair;;"Lone Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2099-12-31T23:59:59Z;
EA;solar;;"Ruby Town, LLC";"Donuts Inc.";"Rightside Registry";2014-04-02T16:00:00Z;2014-04-09T16:00:00Z;
SR;pub;;"Rightside Registry";;"Rightside Registry";2014-04-02T17:00:00Z;2014-06-02T17:00:00Z;
SR;tokyo;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-04-07T03:00:00Z;2014-06-06T14:59:00Z;
SR;xn--d1acj3b;;"The Foundation for Network Initiatives “The Smart Internet”";;"Technical Center of Internet";2014-04-07T12:00:00Z;2014-06-06T11:30:00Z;
SR;archi;;"STARTING DOT LIMITED";;"Afilias Limited";2014-04-08T10:00:00Z;2014-06-08T10:00:00Z;
SR;cards;;"Foggy Hollow, LLC";"Donuts Inc.";"Rightside Registry";2014-04-08T16:00:00Z;2014-06-07T15:59:59Z;
SR;catering;;"New Falls. LLC";"Donuts Inc.";"Rightside Registry";2014-04-08T16:00:00Z;2014-06-07T16:00:00Z;
SR;cleaning;;"Fox Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-04-08T16:00:00Z;2014-06-07T16:00:00Z;
SR;community;;"Fox Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-04-08T16:00:00Z;2014-06-07T15:59:59Z;
SR;bar;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-04-09T12:00:00Z;2014-06-08T23:59:00Z;
SR;rest;;"Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable";;CentralNic;2014-04-09T12:00:00Z;2014-06-08T23:59:00Z;
GA;coffee;;"Trixy Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2099-12-31T23:59:59Z;
GA;florist;;"Half Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2099-12-31T23:59:59Z;
EA;holiday;;"Goose Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2014-04-16T16:00:00Z;
GA;house;;"Sugar Park, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2099-12-31T23:59:59Z;
GA;international;;"Wild Way, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2099-12-31T23:59:59Z;
EA;marketing;;"Fern Pass, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2014-04-16T16:00:00Z;
GA;solar;;"Ruby Town, LLC";"Donuts Inc.";"Rightside Registry";2014-04-09T16:00:00Z;2099-12-31T23:59:59Z;
SR;moda;;"Rightside Registry";;"Rightside Registry";2014-04-09T17:00:00Z;2014-06-09T17:00:00Z;
LR;luxury;;"Luxury Partners LLC";;"ARI Registry Services";2014-04-10T14:00:00Z;2014-04-10T15:00:00Z;
GA;rich;;"I-REGISTRY Ltd., Niederlassung Deutschland";;"Afilias Limited";2014-04-10T16:00:00Z;2099-12-31T23:59:59Z;
SR;voting;FCFS;"Valuetainment Corp.";;"TLD-BOX Registrydienstleistungen GmbH";2014-04-15T10:00:00Z;2014-05-16T00:00:00Z;
GA;buzz;;"DOTSTRATEGY CO.";;"Neustar Inc.";2014-04-15T15:00:00Z;2099-12-31T23:59:59Z;
GA;gift;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-04-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;guitars;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-04-15T16:00:00Z;2099-12-31T23:59:59Z;
SR;industries;;"Outer House, LLC";"Donuts Inc.";"Rightside Registry";2014-04-15T16:00:00Z;2014-06-14T15:59:59Z;
GA;link;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-04-15T16:00:00Z;2099-12-31T23:59:59Z;
SR;parts;;"Sea Goodbye, LLC";"Donuts Inc.";"Rightside Registry";2014-04-15T16:00:00Z;2014-06-14T15:59:59Z;
GA;photo;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-04-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;pics;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-04-15T16:00:00Z;2099-12-31T23:59:59Z;
SR;supplies;;"Atomic Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-04-15T16:00:00Z;2014-06-14T15:59:59Z;
SR;supply;;"Half Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-04-15T16:00:00Z;2014-06-14T15:59:59Z;
SR;tools;;"Pioneer North, LLC";"Donuts Inc.";"Rightside Registry";2014-04-15T16:00:00Z;2014-06-14T15:59:59Z;
SR;cooking;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;cooking;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
SR;country;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";"Minds + Machines Ltd";2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;country;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";"Minds + Machines Ltd";2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
SR;fishing;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;fishing;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
SR;horse;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;horse;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
SR;rodeo;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;rodeo;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
SR;vodka;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-06-15T16:00:00Z;
LR;vodka;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-04-15T21:00:00Z;2014-07-31T16:00:00Z;
GA;xn--fiq228c5hs;;"TLD REGISTRY LIMITED";;"Beijing Tele-info Network Technology Co., Ltd.";2014-04-16T13:00:00Z;2099-12-31T23:59:59Z;
GA;xn--3ds443g;;"TLD REGISTRY LIMITED";;"Beijing Tele-info Network Technology Co., Ltd.";2014-04-16T13:00:00Z;2099-12-31T23:59:59Z;
EA;codes;;"Puff Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-04-16T16:00:00Z;2014-04-23T16:00:00Z;
EA;farm;;"Just Maple, LLC";"Donuts Inc.";"Rightside Registry";2014-04-16T16:00:00Z;2014-04-23T16:00:00Z;
GA;holiday;;"Goose Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-04-16T16:00:00Z;2099-12-31T23:59:59Z;
GA;marketing;;"Fern Pass, LLC";"Donuts Inc.";"Rightside Registry";2014-04-16T16:00:00Z;2099-12-31T23:59:59Z;
EA;viajes;;"Black Madison, LLC";"Donuts Inc.";"Rightside Registry";2014-04-16T16:00:00Z;2014-04-23T16:00:00Z;
SR;consulting;;"Rightside Registry";;"Rightside Registry";2014-04-16T17:00:00Z;2014-06-16T17:00:00Z;
LR;dance;;"Rightside Registry";;"Rightside Registry";2014-04-16T17:00:00Z;2014-05-05T17:00:00Z;
LR;democrat;;"Rightside Registry";;"Rightside Registry";2014-04-16T17:00:00Z;2014-05-05T17:00:00Z;
SR;kaufen;;"Rightside Registry";;"Rightside Registry";2014-04-16T17:00:00Z;2014-06-16T17:00:00Z;
SR;best;FCFS;"BestTLD Pty Ltd";"PeopleBrowsr Inc.";"Neustar Inc.";2014-04-17T16:00:00Z;2014-05-17T00:00:00Z;
GA;blue;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;kim;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;onl;;"I-REGISTRY Ltd., Niederlassung Deutschland";;"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;pink;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;red;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;shiksha;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;xn--6frz82g;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-04-17T16:00:00Z;2099-12-31T23:59:59Z;
SR;wang;FCFS;"Zodiac Registry Limited";"Zodiac Holdings Ltd.";ZDNS;2014-04-21T00:00:00Z;2014-05-21T23:59:59Z;
SR;xn--c1avg;FCFS;"Public Interest Registry";;"Afilias Limited";2014-04-22T07:00:00Z;2014-05-22T23:59:59Z;
SR;xn--i1b6b1a6a2e;FCFS;"Public Interest Registry";;"Afilias Limited";2014-04-22T07:00:00Z;2014-05-22T23:59:59Z;
SR;xn--nqv7f;FCFS;"Public Interest Registry";;"Afilias Limited";2014-04-22T07:00:00Z;2014-05-22T23:59:59Z;
SR;fish;;"Fox Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-04-22T16:00:00Z;2014-06-21T15:59:59Z;
SR;report;;"Binky Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-04-22T16:00:00Z;2014-06-21T15:59:59Z;
SR;vision;;"Koko Station, LLC";"Donuts Inc.";"Rightside Registry";2014-04-22T16:00:00Z;2014-06-21T15:59:59Z;
LR;agency;;"Steel Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-04-23T16:00:00Z;2014-04-23T17:00:00Z;
EA;bargains;;"Half Hallow, LLC";"Donuts Inc.";"Rightside Registry";2014-04-23T16:00:00Z;2014-04-30T16:00:00Z;
EA;boutique;;"Over Galley, LLC";"Donuts Inc.";"Rightside Registry";2014-04-23T16:00:00Z;2014-04-30T16:00:00Z;
EA;cheap;;"Sand Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-04-23T16:00:00Z;2014-04-30T16:00:00Z;
